"ASIN ID","ASIN","Client Account Name","Latest Title","Category","SubCategory","Segment","Manufacturer","Brand","Priority ASIN","Exclude from Reporting","Platform"
123003,B000FXW7CQ,Hyland's Inc,"Hyland's Sinus Relief Tablets, Natural Relief for Sinus Congestion Due to Cold, 100 Count",Hyland's,"Cough, Cold & Flu",Sinuses,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
123005,B000FXW7D0,Hyland's Inc,"Hyland's Sore Throat, Tablets, 100 tablets",Hyland's,"Cough, Cold & Flu",Sore Throat,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
123007,B000FXW7DK,Hyland's Inc,"Hyland's Homeopathic Medicine Household Kit 6X, 1 kit",Hyland's,Single Remedies / Cell Salts,Cold,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
123008,B000FXW7DU,Hyland's Inc,"Hyland's Calcarea Sulphurica, 30X No. 3 Tablets, 500 Tablets",Hyland's,Single Remedies / Cell Salts,Cold,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
123014,B000FXXY00,Hyland's Inc,"Hyland's Kali Sulphuricum, 30X, No. 7, Tablets, 500 tablets",Hyland's,Single Remedies / Cell Salts,Skin Eruptions,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
123016,B000FXXY0K,Hyland's Inc,"Hyland's Magnesia Phosphorica, 30X, No. 8, Tablets, 500-Tablets",Hyland's,Single Remedies / Cell Salts,PMS,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
123017,B000FXXY0U,Hyland's Inc,Mercurius Vivus 30X 250 Tabs - Hylands,Hyland's,"Cough, Cold & Flu",Sore Throat,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
123018,B000FXXY14,Hyland's Inc,"Hyland's Natrum Phosphoricum, 30X, No. 10, Tablets, 500 tablets",Hyland's,Single Remedies / Cell Salts,Indigestion,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
123023,B000FXXY50,Hyland's Inc,"Ivy Complete Prevent Remove Relieve Poison Ivy Kit, 1 kit",Hyland's,Kits,Poison Ivy,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
123024,B000FXXY5K,Hyland's Inc,"Ivy Soothe Anti-Itch Cream, Maximum Strength, 1 oz (28.4 g)",Hyland's,Skin Care,Itching,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
124208,B000I4DF6Y,Hyland's Inc,"Hyland's No 2 Calcium Phosphate Treatment, 125 Count",Hyland's,Single Remedies / Cell Salts,Diarrhea,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
124548,B000IRI930,Hyland's Inc,"Hyland's Pulsatilla Nig. 6X Tablets, Natural Relief of Colds, Night Cough or Headache, 250 Count",Hyland's,Single Remedies / Cell Salts,Cold,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
124549,B000IRJIBM,Hyland's Inc,"Cystic Acne and Acne Scar Treatment, Cold Medicine, Natural Relief of Discharge Related Symptoms, Hyland's #7 Kali Sulphate 30X, 500 Count",Hyland's,Single Remedies / Cell Salts,Skin Eruptions,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
124550,B000IRN7BY,Hyland's Inc,"Hemorrhoid Treatment, Homeopathic Relief of Hemorroids, Colds, and Chapped Lips, Hyland's #1 Cell Salt Calc Fluor 30X, 500 Count",Hyland's,Single Remedies / Cell Salts,Cold,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
124551,B000IRN7O6,Hyland's Inc,"Hyland's Flu Relief Tablets, Natural Relief for Fever, Chills, Body Aches & Headaches, 60 Count",Hyland's,"Cough, Cold & Flu",Flu,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
124983,B000JJGIR6,Hyland's Inc,"Bioplasma Cell Salts Tablets by Hyland's, Natural Homeopathic Combination of Cell Salts Vital to Cellular Function, Balance Electrolytes, 500 Count",Hyland's,Single Remedies / Cell Salts,Bioplasma,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
125724,B000M0DEVK,Hyland's Inc,"Natural Relief of Joint Pain, Gas, and Indigestion, Hyland's #10 Cell Salt Natrum Phosphoricum 6X Tablets, 1000 Count",Hyland's,Single Remedies / Cell Salts,Indigestion,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
125725,B000M0DF5A,Hyland's Inc,"Hyland's Hepar Sulphate Calcium 6X Tablets, Natural Homeopathic Relief of Cough, Cold or Skin Eruptions, 250 Count",Hyland's,Single Remedies / Cell Salts,Cough,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
125726,B000M0J1BC,Hyland's Inc,"PMS Relief, Natural Homeopathic Relief of Menstrual Pain and Muscle Cramp Symptoms by Hyland's, Muscle Relaxer, Quick Dissolving #8 Cell Salt Magnesia Phosphoric 6X Tablets, 500 Count",Hyland's,Single Remedies / Cell Salts,Muscle Cramps,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
127139,B000Q3ZV78,Hyland's Inc,"Hyland's Arnica Spray, 1 Fluid Ounce",Hyland's,Pain Relief,Arnica,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
127140,B000Q3ZVPK,Hyland's Inc,"Acne and Blackhead Treatment, Hair Growth Supplement, Homeopathic Remedy by Hyland's #12 Cell Salt Silicea 6X Tablets, 125 Count",Hyland's,Single Remedies / Cell Salts,Skin Ailments,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
127141,B000Q420VW,Hyland's Inc,"Hyland's Homeopathic Hypericum Perf 6X, 250 Count",Hyland's,Single Remedies / Cell Salts,Nerve Tension,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
127142,B000Q43T9Y,Hyland's Inc,"Hyland's Ledum Pal. 6X Tablets, Natural Relief of Bites, Stings & Minor Puncture Wounds, 250 Count",Hyland's,Single Remedies / Cell Salts,Bug Bites,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
127369,B000QUMW4G,Hyland's Inc,"Hyland's Bladder Irritation Relief Tablets, Natural Homeopathic Relief for Buning and Painful Urination, 100 Count",Hyland's,Pain Relief,Bladder,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
127521,B000RFPSOQ,Hyland's Inc,Hylands Arnica Mont 6X Tablet - 250 per pack - 6 packs per case.,Hyland's,Single Remedies / Cell Salts,Arnica,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
128148,B000RV235W,Hyland's Inc,"Hyland's Arnica Montana Ointment, Natural Homeopathic Relief of Muscle Aches and Pains, 1 Ounce",Hyland's,Pain Relief,Arnica,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
128272,B000S86QHA,Hyland's Inc,"Cold and Cough Medicine, NuAge Homeopathic Tissue J Cold Remedy, Decongestant, Natural Relief of the Common Cold, 125 Count",Hyland's,"Cough, Cold & Flu",Cold,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
128298,B000SASCWK,Hyland's Inc,Hyland's Cough 100 Tablets,Hyland's,"Cough, Cold & Flu",Cough,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
128299,B000SAXC3Y,Hyland's Inc,"Hyland's Restful Legs, Quick-Dissolving Tablets, 50 tablets(Pack of 1)",Hyland's,Single Remedies / Cell Salts,Itching,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
128300,B000SAXCYI,Hyland's Inc,"Hyland's Cough Syrup , 4 Fluid Ounces (120 ml)",Hyland's,"Cough, Cold & Flu",Cough Syrup,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
128320,B000SJO3F6,Hyland's Inc,"Hyland's Menopause, 100 Tablets",Hyland's,Women's Health,Menopause,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
128321,B000SJPBL6,Hyland's Inc,"Hyland's Bump 'n Bruises Ointment with Arnica, 0.26-Ounce (8 g)",4 Kids,Pain Relief,Arnica,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
128322,B000SJPUJE,Hyland's Inc,"Allergy Pills by Hyland's, Non Drowsy Seasonal Allergy Relief, Safe and Natural for Indoor & Outdoor Allergies, 60 Quick Dissolving Tablets",Hyland's,Allergies,Allergies,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
128323,B000SJPXCI,Hyland's Inc,"Hyland's Calendula Spray, Natural Homeopathic Relief of Minor Skin Irritations, 4 Ounces",Hyland's,Pain Relief,Calendula,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
128324,B000SJRGGE,Hyland's Inc,"Hyland's Nerve Tonic Stress Relief Tablets, Natural Relief of Restlessness, Nervousness and Irritability Symptoms, Non-Habit Forming, 100 Count",Hyland's,Stress & Sleep,Stress,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
128852,B000UH4XP6,Hyland's Inc,"Hyland's Earache Drops, Natural Relief of Cold & Flu Earaches, Swimmers Ear and Allergies Relief for Adults and Children, 0.33 Ounce",Hyland's,Ear Treatments,Earache,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
129254,B000VHASJU,Hyland's Inc,"Hyland's Arnica Spray, 4 Fluid Ounce",Hyland's,Pain Relief,Arnica,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
129617,B000WDP9XI,Hyland's Inc,"Poison Ivy & Poison Oak Treatment by Hyland's, Natural Relief for Itching, Blisters, and Burning Skin, 50 Tablets",Hyland's,Skin Care,Poison Ivy,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
130431,B0010R6OH0,Hyland's Inc,"NuAge Homeopathic Tissue C Acidity Remedy, Natural Relief of Gastric Upset and Indigestion, 125 Count",Hyland's,Digestion,Gas,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
130432,B0010T93LC,Hyland's Inc,"Natural Relief of Joint Pain, Gas, and Indigestion, Hyland's #10 Cell Salt Natrum Phosphoricum 30X Tablets, 500 Count",Hyland's,Single Remedies / Cell Salts,Indigestion,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
130551,B0011DG1G2,Hyland's Inc,"Hyland's Apis Mellifica 6x, 250 Count",Hyland's,Single Remedies / Cell Salts,Bug Bites,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
130552,B0011DHK62,Hyland's Inc,"Hyland's Cell Salts #2 Calcarea Phosphorica 6X Tablets, Natural Homeopathic Relief of Teething and Sore Throat, 1000 Count",Baby,Single Remedies / Cell Salts,Teething,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
130554,B0011DIWMS,Hyland's Inc,"Hyland's Natrum Muriaticum 6X Tablets, 500 Count(#9)",Hyland's,Single Remedies / Cell Salts,Headache,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
130556,B0011DJDJE,Hyland's Inc,"Nuage Homeopathic Bioplasma Tablets, Natural Combination of The 12 Biochemic Remedies, 125 Count",Hyland's,Single Remedies / Cell Salts,Bioplasma,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
130726,B0012615I2,Hyland's Inc,"Hyland's Hemmorex, Hemorrhoids Ointment, 1 Ounce (30 g)",Hyland's,Pain Relief,Hemorrhoids,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
130727,B0012619X8,Hyland's Inc,"Cystic Acne and Acne Scar Treatment, Cold Medicine, Natural Relief of Discharge Related Symptoms, Hyland's #7 Kali Sulphate 6X, 1000 Count",Hyland's,Single Remedies / Cell Salts,Skin Eruptions,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
130728,B00126349K,Hyland's Inc,"Bioplasma Cell Salts Tablets by Hyland's, Natural Homeopathic Combination of Cell Salts Vital to Cellular Function, 1000 Count",Hyland's,Single Remedies / Cell Salts,Bioplasma,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
130772,B0012DP7MA,Hyland's Inc,"Nuage Homeopathic #8 Magnesium Phosphate Tablets, Natural Relief of Gastric Disturbances and Muscle Pain, 125 Count",Hyland's,Single Remedies / Cell Salts,Gas,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
130774,B0012DUP18,Hyland's Inc,"Cough Medicine, NuAge Homeopathic Tissue K Throat Remedy, Sore Throat Relief, 125 Count",Hyland's,"Cough, Cold & Flu",Sore Throat,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
130870,B0012QJ2ZA,Hyland's Inc,"Hyland's Bryonia Alba, 6X, Tablets, 250 Tablets",Hyland's,Stress & Sleep,Headache,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
131018,B0013JTUBW,Hyland's Inc,"Hyland's PMS Tablets, 50 Count",Hyland's,Women's Health,PMS,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
131120,B0014AREVI,Hyland's Inc,"Hyland's Calendula Ointment with Lanolin, Natural Homeopathic Relief of Sunburn, Chafing, and Minor Skin Irritations, 1 Ounce",Hyland's,Skin Care,Calendula,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
131121,B0014ARNQ4,Hyland's Inc,"Hyland's Calcarea Phosphorica, 30X, No. 2, Tablets, 500 Tablets",Baby,Single Remedies / Cell Salts,Teething,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
131122,B0014ARO90,Hyland's Inc,"Hyland's Homeopathi Hypericum Spray, 1 Ounce",Hyland's,Pain Relief,Nerve Injuries,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
131123,B0014ATNO4,Hyland's Inc,"Hemorrhoid Treatment, Homeopathic Relief of Hemorroids, Colds, and Chapped Lips, Hyland's #1 Cell Salt Calcarea Fluorica 6X, 1000 Count",Hyland's,Single Remedies / Cell Salts,Cold,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
131124,B0014ATOI4,Hyland's Inc,"Arthritis Pain Relief, Hyland's FLEXmore for Back",Hyland's,Pain Relief,Headache,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
131125,B0014AUNT8,Hyland's Inc,"PMS Relief, Natural Homeopathic Relief of Menstrual Pain and Muscle Cramp Symptoms by Hyland's, Muscle Relaxer, Quick Dissolving #8 Cell Salt Magnesia Phosphoric 30X Tablets, 500 Count",Hyland's,Single Remedies / Cell Salts,Muscle Cramps,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
131127,B0014AWRPQ,Hyland's Inc,"Hyland's Upset Stomach and Gas Relief Tablets, Natural Homeopathic Anti-Gas Relief, 100 Count",Hyland's,Digestion,Upset Stomach,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
131128,B0014AXBOW,Hyland's Inc,"Hyland's Arthritis Pain Formula Tablets, Natural Relief of Minor Muscle and Joint Pain Due to Rheumatoid Arthritis, 50 Count",Hyland's,Pain Relief,Arthritis,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
131129,B0014AYEPW,Hyland's Inc,"Relief of Headache, Constipation, Heartburn, and Bloating, Natural Remedy for Headaches, Water Retention, Indigestion, Colds, Heartburn, Gastric Upset, Hyland's #9 Natrum Muriaticum 30X, 500 Tablet",Hyland's,Single Remedies / Cell Salts,Headache,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
131130,B0014AYETI,Hyland's Inc,"Hyland's Cell Salts #11 Natrum Sulphuricum 30X Tablets, Natural Homeopathic Relief of Flu, Nausea, and Vomiting, 500 Count",Hyland's,Single Remedies / Cell Salts,Nausea,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
131131,B0014B0RGQ,Hyland's Inc,"Hyland's Hylands Homeopathic Calendula Oil, 4 Fluid Ounce",Hyland's,Skin Care,Calendula,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
131593,B0016B685I,Hyland's Inc,"Hyland's Cell Salts #3 Calcarea Sulphurica 6X Tablets, Natural Homeopathic Relief of Colds, Sore Throat, Acne, 1000 Count",Hyland's,Single Remedies / Cell Salts,Cold,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
131597,B0016BAF02,Hyland's Inc,"Hemorrhoid Treatment, Homeopathic Relief of Hemorroids, Colds, and Chapped Lips, Hyland's #1 Cell Salt Calcarea Fluorica 6X, 500 Count",Hyland's,Single Remedies / Cell Salts,Cold,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
132120,B00196WN3G,Hyland's Inc,"Decongestant and Sinus Relief, Inflammation Supplement, Natural Relief of Cold and Fever Symptoms, Hyland's #4 Cell Salt Ferrum Phos 30X Tablets, 500 Count",Hyland's,Single Remedies / Cell Salts,Fever,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
132121,B00196WN54,Hyland's Inc,"Acne and Blackhead Treatment, Hair Growth Supplement, Nail Growth and Strengthener, Homeopathic Remedy by Hyland's, No. 12 Cell Salt Silicea 30X Tablets, 500 Count",Hyland's,Single Remedies / Cell Salts,Skin Eruptions,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
132428,B001APXQKU,Hyland's Inc,"Ear Drops for Swimmers Ear and Allergy Relief for Kids and Adults by Hyland's, for Clogged Ears, Earaches, Fast Natural Homeopathic Pain Relief, 0.33 Ounce",Hyland's,Ear Treatments,Earache,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133440,B001E0ZSPC,Hyland's Inc,"Hyland's Sore Throat, Tablets, 100 Tablets (Pack of 6)",Hyland's,"Cough, Cold & Flu",Sore Throat,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133512,B001E8GGOQ,Hyland's Inc,"Cold Relief, Hyland's Cell Salts #3 Calcarea Sulphurica 6X Tablets, Natural Homeopathic Relief of Colds, Sore Throat, Acne, 500 Count",Hyland's,Single Remedies / Cell Salts,Cold,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133514,B001E8JDXC,Hyland's Inc,"Hyland's Gelsemium 6X Tablets, Natural Homeopathic Relief of Dull Headache or Flu, 250 Count",Hyland's,Single Remedies / Cell Salts,Headache,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133517,B001E8KW7S,Hyland's Inc,"Hyland’s Gas Tablets, Natural Relief of Gas and Stomach Upset, 100 Quick Dissolving Tablets",Hyland's,Digestion,Gas,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133570,B001EH6AV6,Hyland's Inc,"Decongestant and Sinus Relief, Inflammation Supplement, Natural Relief of Cold and Fever Symptoms, Hyland's #4 Cell Salt Ferrum Phos 6X Tablets, 500 Count",Hyland's,Single Remedies / Cell Salts,Fever,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133663,B001EPQ1P8,Hyland's Inc,"Hyland's Teething Gel, 0.5-Ounce (Pack of 3)",Baby,Oral Pain Relief,Teething,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133664,B001EPQ1TO,Hyland's Inc,"Hyland's Diaper Rash Cream Ointment, Soothing Relief of Diaper Rash and Irritation with Calendula, 2.5 Ounce (Pack of 3)",Baby,Skin Care,Calendula,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133665,B001EPQ1TY,Hyland's Inc,"Hyland's Indigestion Tablets, 100-Count Bottles (Pack of 2)",Hyland's,Digestion,Indigestion,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133666,B001EPQ1V2,Hyland's Inc,"Hyland's PMS Tablets, 100-Count Bottles (Pack of 2)",Hyland's,Women's Health,PMS,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133668,B001EPQ22A,Hyland's Inc,"Hyland's Biochemic Phosphates, Tablets, 1000 tablets (Pack of 2)",Hyland's,Single Remedies / Cell Salts,Nerve Tension,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133669,B001EPQ22U,Hyland's Inc,"Hyland's  Biochemic Phosphates, 500 tablets (Pack of 2)",Hyland's,Stress & Sleep,Stress,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133674,B001EPQ34W,Hyland's Inc,"Hyland's Complete Flu Care, 120 Tablets (Pack of 2)",Hyland's,"Cough, Cold & Flu",Flu,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133675,B001EPQ36K,Hyland's Inc,"Hyland's Ivy Block Lotion, 4-Ounce (120 ml) (Pack of 2)",Hyland's,Skin Care,Poison Ivy,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133676,B001EPQ388,Hyland's Inc,"Hyland's Bioplasma Tablets, 1000 Tablets (Pack of 2)",Hyland's,"Cough, Cold & Flu",Bioplasma,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133677,B001EPQ3UG,Hyland's Inc,"Hyland's Arthritis Pain Formula, Tablets, 100 tablets (Pack of 3)",Hyland's,Pain Relief,Arthritis,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133678,B001EPQ3WE,Hyland's Inc,"Hyland's ClearAc 100% Natural Acne Tablets, 50 Tablets (Pack of 3)",Hyland's,Skin Care,Acne,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133679,B001EPQ3Y2,Hyland's Inc,"Hyland's Colic Tablets, 125 Tablets (Pack of 3)",Baby,Pain Relief,Colic,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133680,B001EPQ41E,Hyland's Inc,"Hyland's Leg Cramps, 100 Tablets (Pack of 3)",Hyland's,Pain Relief,Leg Cramps,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133682,B001EPQ43C,Hyland's Inc,"Hyland's 100 Count, Older Version, Packaging May Vary, Calms Forte, pack of 3",Hyland's,Stress & Sleep,Sleeplessness,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133683,B001EPQ450,Hyland's Inc,"Hyland's Vaginitis Tablets, 100 Tablets (Pack of 3)",Hyland's,Women's Health,Skin Ailments,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133684,B001EPQ46O,Hyland's Inc,"Hyland's Headache Tablets, Natural Relief of Headache, 100% Natural, Acid, Aspirin and Acetaminophen Free Headache Relief Tablets, 100 Count (Pack of 3)",Hyland's,Pain Relief,Headache,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133685,B001EPQ482,Hyland's Inc,"Hyland's Chamomilla 30X Tablets, Natural Homeopathic Relief of Teething & Irritability, 250 Count",Baby,Single Remedies / Cell Salts,Teething,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133686,B001EPQ496,Hyland's Inc,"Hyland's Hyland's Skin Therapy, with Calendula, 2.5-Ounce (70.9 gm) (Pack of 3)",Hyland's,Skin Care,Calendula,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133687,B001EPQ4AU,Hyland's Inc,"Hyland's Calms Nerve Tension Sleeplessness, 100 - 4 gr. Tablets (Pack of 3)",Hyland's,Stress & Sleep,Sleeplessness,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133688,B001EPQ4CS,Hyland's Inc,"Hyland's Earache Drops, 0.33-Ounce (10 ml) (Pack of 3)",Hyland's,Ear Treatments,Earache,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133689,B001EPQ4EQ,Hyland's Inc,"Hyland's EnurAid, Tablets, 50 Tablets (Pack of 3)",Hyland's,Digestion,Bladder,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133690,B001EPQ4FU,Hyland's Inc,"Hyland's Hemorrhoids Tablets, Natural Relief of Itching and Burning from Hemmorhoids, 100 Count (Pack of 3)",Hyland's,Pain Relief,Hemorrhoids,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133691,B001EPQ4HI,Hyland's Inc,"Hyland's Gas, Tablets, 100 Tablets (Pack of 3)",Hyland's,Digestion,Gas,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133692,B001EPQ4J6,Hyland's Inc,"Hyland's ClearAc Medicated Skin Cleanser, 4-Ounce (120 ml) (Pack of 3)",Hyland's,Skin Care,Acne,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133693,B001EPQ4KK,Hyland's Inc,"Hyland's Ferrum Phos., 30X, 250 Tablets (Pack of 3)",Hyland's,Single Remedies / Cell Salts,Fever,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133694,B001EPQ4LY,Hyland's Inc,"Hyland's Ignatia Amara 30X Tablets, Natural Relief of Simple Nervous Tension or Stomach Cramps, 250 Count (Pack of 3)",Hyland's,Single Remedies / Cell Salts,Nerve Tension,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133695,B001EPQ4N2,Hyland's Inc,"Hyland's Kali Mur. 30X, Tablets, 500 tablets (Pack of 3)",Hyland's,Single Remedies / Cell Salts,Runny Nose,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133696,B001EPQ4OG,Hyland's Inc,"Hyland's Kali Phosphoricum, 30X, No. 6, Tablets, 500 tablets (Pack of 3)",Hyland's,Single Remedies / Cell Salts,Headache,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133697,B001EPQ4PK,Hyland's Inc,"Hyland's Nux Vomica, 30X, 250 Tablets (Pack of 3)",Hyland's,Single Remedies / Cell Salts,Nausea,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133698,B001EPQ4QY,Hyland's Inc,"Hyland's Antimonium Tart., 30X, Tablets, 250 tablets (Pack of 3)",Hyland's,Single Remedies / Cell Salts,Cough,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133699,B001EPQ4SC,Hyland's Inc,"Hyland's Upset Stomach Tablets, 100 Tablets (Pack of 3)",Hyland's,Digestion,Upset Stomach,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133701,B001EPQ4VO,Hyland's Inc,"Hyland's Hemmorex, Hemorrhoids Ointment, 1-Ounce (30 g) (Pack of 3)",Hyland's,Pain Relief,Hemorrhoids,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133702,B001EPQ4WI,Hyland's Inc,"Hyland's Aconitum Napellus, 30X, Tablets, 250 tablets (Pack of 3)",Hyland's,Single Remedies / Cell Salts,Cold,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133703,B001EPQ4Y6,Hyland's Inc,Hyland's Arnica Tablets,Hyland's,Single Remedies / Cell Salts,Arnica,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133704,B001EPQ4ZK,Hyland's Inc,"Hyland's Arsenicum Album, 30X, Tablets, 250 tablets (Pack of 3)",Hyland's,Single Remedies / Cell Salts,Diarrhea,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133705,B001EPQ50Y,Hyland's Inc,"Hyland's Sulphur, 30X, Tablets, 250 Tablets (Pack of 3)",Hyland's,Single Remedies / Cell Salts,Itching,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133708,B001EPQ55Y,Hyland's Inc,"Hyland's Cantharis, 30X, Tablets, 250 tablets (Pack of 3)",Hyland's,Single Remedies / Cell Salts,Bladder,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133709,B001EPQ5IG,Hyland's Inc,Hyland's Leg Cramps Ointment 2.50 oz (Pack of 3),Hyland's,Pain Relief,Leg Cramps,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133711,B001EPQ5W2,Hyland's Inc,"Hyland's BackAche with Arnica, Tablets, 100 tablets (Pack of 3)",Hyland's,Pain Relief,Arnica,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133712,B001EPQ5XQ,Hyland's Inc,"Hyland's Hives Relief Treatment, Natural Relief for Red, Swollen, and Itching Rashes due to Hives, 100 Quick Dissolving Tablets(Pack of 3)",Hyland's,Skin Care,Hives,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133713,B001EPQ66M,Hyland's Inc,"Arnica Tablets for Kids and Baby, Bumps 'n Bruises by Hyland's, Quick Dissolving, 125 Count (Pack of 3)",4 Kids,Pain Relief,Arnica,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
133714,B001EPQ6NU,Hyland's Inc,"Hyland's Magnesia Phosphorica, 30X, No. 8, Tablets, 250 tablets (Pack of 3)",Hyland's,Single Remedies / Cell Salts,PMS,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
133715,B001EPQ6PS,Hyland's Inc,"Hyland's Sinus Tablets, 100 Tablets (Pack of 3)",Hyland's,"Cough, Cold & Flu",Sinuses,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
